age,position,apps,goals,assists,shots,motm,rating,tackles,interceptions,clearances,key_passes,dribblings,avg_passes,through_passes,club_position
30,1,18,0,0,0.6,0,6.64,2.1,2.0,1.7,0.5,0.4,42.0,0.0,17
23,0,12,1,3,2.0,0,6.64,0.5,0.3,0.3,1.1,0.3,16.1,0.0,6
19,0,3,0,0,0.1,0,6.18,0.4,0.3,0.0,0.7,0.9,12.1,0.0,16
30,1,33,1,2,0.5,0,7.1,2.4,2.9,2.9,0.8,0.6,30.2,0.0,13
25,1,33,2,1,1.0,2,7.04,2.5,2.3,1.4,0.5,0.6,35.6,0.0,14
28,2,6,0,0,0.4,0,6.8,2.8,1.3,3.4,0.4,0.1,25.8,0.0,12
23,1,8,1,0,0.1,0,6.4,1.3,0.6,0.3,0.5,0.4,18.5,0.1,16
33,1,20,1,0,0.7,1,6.62,1.2,0.7,1.2,1.2,0.6,30.1,0.0,7
18,1,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20
29,0,23,10,4,2.3,1,7.02,0.5,0.7,0.8,1.2,0.4,21.3,0.1,6
21,1,4,1,1,1.0,0,7.31,0.8,1.4,0.0,1.4,1.0,51.4,0.0,1
30,1,18,3,4,0.7,0,6.63,1.3,1.0,0.4,1.0,0.6,21.7,0.0,14
30,2,23,2,0,0.8,0,6.86,1.1,1.7,5.4,0.2,0.1,44.3,0.0,17
38,1,14,4,0,1.2,2,7.22,2.3,1.4,0.3,1.1,0.2,66.9,0.1,2
19,2,12,0,1,0.1,1,6.83,3.8,1.6,4.5,0.3,0.0,25.1,0.1,7
31,1,18,0,0,0.2,0,6.21,1.2,1.2,2.6,0.0,0.0,48.5,0.0,19
31,1,12,0,0,0.7,0,6.98,1.5,4.2,3.3,0.2,0.2,25.8,0.1,6
32,3,13,0,0,0.1,0,6.6,0.0,0.0,0.5,0.1,0.0,21.2,0.0,6
32,0,1,4,1,1.0,0,6.33,0.2,0.2,0.5,0.3,0.0,6.6,0.0,19
29,1,14,0,0,0.6,0,6.58,1.6,2.5,2.3,0.4,0.2,38.3,0.0,4
20,1,33,7,4,1.8,0,6.9,0.8,0.5,0.1,1.4,1.1,26.0,0.1,6
19,1,1,0,0,0.0,0,6.12,0.8,0.3,0.0,0.0,0.0,15.3,0.0,20
25,2,7,1,0,0.5,1,6.55,1.1,2.3,6.9,0.0,0.0,40.6,0.0,15
31,1,17,1,2,0.7,0,6.71,2.4,1.4,1.7,0.8,0.1,31.9,0.1,8
23,0,6,0,0,0.9,0,6.3,0.3,0.6,0.2,0.4,1.5,15.8,0.0,18
31,2,31,1,2,0.3,0,6.49,0.7,1.2,4.0,0.3,0.1,34.2,0.0,16
32,1,29,0,1,0.3,0,6.41,2.1,1.0,1.3,0.5,0.1,41.3,0.0,15
23,2,4,0,0,0.3,0,6.54,1.3,0.8,2.8,0.5,1.0,45.8,0.0,11
30,2,0,0,0,0.0,0,6.08,1.0,0.0,0.0,0.0,0.0,15.0,0.0,19
25,2,12,0,2,0.4,0,6.88,1.5,3.2,3.3,0.3,0.5,29.2,0.0,15
26,1,17,4,1,1.6,2,6.98,2.2,1.6,0.5,1.3,0.5,47.3,0.4,3
21,1,1,0,0,1.0,0,6.28,1.5,0.0,2.5,0.0,0.5,16.0,0.0,2
26,3,3,0,0,0.0,0,6.57,0.0,0.0,1.3,0.0,0.0,21.7,0.0,5
29,1,13,2,0,1.3,0,6.49,1.1,0.9,0.4,0.3,1.1,16.1,0.1,20
22,1,0,0,0,0.0,0,6.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14
31,0,30,6,4,1.7,1,6.65,0.9,0.4,0.8,1.1,1.1,22.1,0.1,10
24,1,17,0,0,0.8,1,7.29,1.7,2.4,2.0,2.5,0.3,46.0,0.0,10
30,0,0,0,0,0.0,0,6.24,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3
28,1,27,2,3,0.8,0,7.04,2.5,1.9,0.9,1.6,0.9,49.1,0.2,12
27,1,22,0,2,1.2,0,7.16,2.5,1.8,2.7,1.5,0.7,45.4,0.0,7
31,1,30,1,0,0.2,1,6.82,2.3,2.1,1.2,0.4,0.3,54.9,0.0,8
24,1,29,3,4,1.5,2,6.73,1.1,1.7,1.0,0.7,0.3,28.2,0.0,20
25,1,31,2,2,0.9,1,7.17,2.1,1.1,1.6,1.0,0.8,81.9,0.0,1
21,1,25,4,2,1.3,2,6.7,1.5,0.6,0.2,1.0,1.1,17.5,0.0,16
25,0,15,4,1,2.1,0,6.49,0.6,0.2,0.1,0.4,0.6,11.9,0.0,18
28,1,20,0,1,0.7,0,6.44,0.9,0.9,1.2,0.4,0.3,30.1,0.0,10
21,2,14,0,0,0.3,0,6.97,2.8,2.2,3.1,0.0,0.4,34.1,0.0,2
21,1,1,0,0,0.0,0,6.06,0.3,0.3,0.0,0.0,0.0,14.7,0.0,4
35,3,4,0,0,0.0,0,6.58,0.0,0.0,0.8,0.0,0.0,33.8,0.0,16
30,2,6,0,1,0.0,0,6.65,2.0,2.3,2.3,0.7,0.2,35.3,0.0,16
25,0,21,4,1,1.5,1,6.82,0.8,0.3,1.0,0.9,0.2,20.4,0.0,18
26,0,27,9,3,1.9,2,7.34,2.3,1.0,0.7,0.8,1.3,32.7,0.0,4
22,2,22,0,1,0.3,2,7.32,4.0,3.8,5.8,0.2,0.4,29.5,0.0,17
36,3,37,0,0,0.0,2,6.73,0.0,0.0,0.7,0.0,0.0,30.4,0.0,8
19,3,1,0,0,0.0,0,6.46,0.0,0.0,1.0,0.0,0.0,40.0,0.0,11
33,1,11,3,3,0.5,0,6.66,0.5,0.4,0.5,1.2,0.8,30.2,0.0,13
26,2,13,0,1,0.4,0,6.87,1.9,2.9,5.9,0.4,0.3,47.3,0.1,8
18,0,6,2,2,0.9,0,6.66,0.5,0.3,0.1,1.0,1.9,20.6,0.2,4
26,0,9,3,1,1.5,1,6.42,0.3,0.0,0.5,0.3,0.4,7.9,0.0,14
25,0,12,2,2,1.5,0,7.02,1.5,0.5,0.2,1.5,3.0,30.1,0.1,18
18,0,0,0,0,0.0,0,6.28,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3
30,3,22,0,0,0.0,1,6.89,0.0,0.0,1.1,0.0,0.0,27.3,0.0,16
23,0,18,4,1,0.9,2,6.67,1.2,0.9,0.4,1.3,0.6,23.8,0.1,13
23,1,17,0,0,0.8,1,7.0,3.7,1.9,1.0,0.5,0.7,34.8,0.0,4
23,0,1,1,0,0.5,0,6.11,0.1,0.0,0.1,0.2,0.4,5.0,0.0,14
22,0,32,11,4,2.8,1,7.29,1.5,0.5,0.2,1.2,2.5,24.1,0.2,9
31,1,13,1,0,0.7,0,6.43,0.6,0.5,0.2,1.0,1.0,25.9,0.0,18
34,1,27,3,2,0.5,0,6.55,0.7,0.8,1.5,0.7,0.2,34.6,0.0,13
24,1,25,1,2,0.3,1,6.64,1.9,1.6,2.0,0.5,0.4,22.7,0.0,14
22,1,30,2,3,0.4,2,7.08,2.1,2.5,2.9,0.6,0.8,36.7,0.0,14
20,1,0,0,0,0.0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
30,2,25,0,1,0.3,0,6.51,1.5,1.7,2.1,0.4,0.2,29.6,0.0,17
23,1,0,0,0,0.2,0,6.1,0.0,0.3,0.0,0.2,0.7,6.7,0.0,20
36,1,8,0,0,0.2,0,6.15,0.8,0.3,0.3,0.1,0.0,8.2,0.0,11
27,1,4,0,0,2.3,0,6.15,0.3,0.0,0.8,1.3,0.3,24.8,0.0,11
24,1,0,0,0,1.0,0,6.17,0.3,0.7,0.0,0.0,0.0,5.0,0.0,7
24,1,15,0,2,0.2,1,6.82,1.6,1.8,3.7,0.6,0.5,28.3,0.1,13
21,1,3,0,0,0.3,0,6.1,1.0,1.3,0.3,0.0,0.0,21.3,0.0,12
16,1,0,0,0,0.5,0,6.02,0.0,0.0,0.0,0.0,0.0,5.5,0.0,19
32,1,17,0,1,0.3,0,6.38,1.9,1.0,1.5,0.3,0.4,37.5,0.0,17
27,1,22,0,0,0.7,0,6.43,2.0,2.4,2.1,0.5,0.1,36.0,0.0,18
23,1,10,0,1,0.2,0,6.51,1.1,0.6,1.0,0.6,0.2,24.7,0.0,3
28,1,26,1,2,0.6,1,6.91,1.6,0.9,2.1,1.1,1.0,53.1,0.0,7
29,2,1,0,0,0.0,0,5.93,0.3,0.3,0.8,0.0,0.1,4.8,0.0,18
23,0,33,8,9,1.6,3,7.29,1.3,0.7,0.4,1.6,1.9,31.2,0.1,1
26,0,33,8,5,2.6,3,7.14,1.0,1.4,0.6,1.3,0.2,37.5,0.1,18
28,1,13,0,0,0.4,0,6.7,3.4,1.6,2.1,0.5,0.3,34.0,0.1,10
25,2,22,2,2,0.7,2,7.2,2.0,1.7,5.7,0.1,0.1,30.8,0.0,11
23,2,22,0,0,0.3,0,6.56,1.6,0.7,2.8,0.2,0.4,60.7,0.0,8
27,0,29,0,2,0.6,0,6.67,1.8,0.9,1.3,0.9,0.7,37.6,0.0,3
19,2,0,0,0,0.0,0,5.12,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11
26,1,18,2,0,0.6,2,6.85,2.5,1.1,0.9,0.3,1.1,36.0,0.0,13
24,2,9,0,0,0.0,0,6.55,1.1,1.6,5.0,0.1,0.4,28.6,0.0,10
26,1,7,3,1,0.9,0,6.5,0.7,0.7,0.6,0.4,0.4,21.2,0.0,8
31,2,27,1,1,0.9,0,7.09,1.3,1.4,8.0,0.1,0.1,24.7,0.0,19
21,2,1,0,0,0.0,0,6.49,1.0,1.0,1.0,0.0,0.0,19.0,0.0,3
31,2,32,1,0,0.4,0,6.97,0.7,1.8,9.3,0.2,0.1,31.4,0.0,17
34,2,18,1,0,0.8,2,6.93,1.5,2.6,6.4,0.1,0.1,34.4,0.0,7
33,2,27,0,0,0.3,0,6.38,1.0,1.4,2.4,0.1,0.1,46.1,0.0,11
26,0,22,7,1,1.4,1,6.49,0.6,0.1,0.2,0.5,0.6,16.0,0.0,15
28,0,15,8,6,2.9,2,7.57,0.7,0.2,0.5,1.6,1.0,22.6,0.3,6
36,1,26,0,0,0.4,0,6.44,1.7,1.1,1.9,0.5,0.2,32.7,0.0,16
25,1,1,0,0,0.0,0,6.3,1.0,0.5,0.5,1.5,0.0,12.5,0.0,20
30,2,25,1,1,1.0,1,7.27,2.4,2.1,2.2,0.3,0.5,77.7,0.0,1
24,3,1,0,0,0.0,0,5.56,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3
30,0,5,2,1,1.0,0,6.37,0.4,0.1,0.2,0.3,0.3,6.8,0.0,5
29,0,2,0,0,0.5,0,6.09,0.2,0.2,0.3,0.2,0.2,8.8,0.0,14
31,2,0,0,0,0.0,0,6.38,0.0,1.0,2.0,0.0,0.0,13.0,0.0,5
22,0,7,0,1,0.9,1,6.66,1.0,0.6,0.0,0.8,2.6,14.8,0.2,20
23,2,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
20,1,1,0,0,0.3,0,6.04,0.5,0.0,0.3,0.3,0.8,10.8,0.0,15
34,2,27,0,0,0.4,1,6.86,1.7,2.5,6.6,0.3,0.2,42.6,0.1,15
24,2,19,1,2,0.5,0,7.18,1.4,2.2,5.6,0.3,0.1,48.6,0.1,2
30,1,20,4,1,1.0,1,6.73,1.4,0.6,1.0,0.6,1.1,20.0,0.1,12
23,2,16,1,0,0.1,0,6.64,2.5,1.8,3.3,0.6,0.5,33.7,0.0,10
23,1,24,8,2,2.2,2,7.04,2.0,0.2,0.7,1.5,0.8,38.2,0.0,3
22,1,0,0,0,0.0,0,6.02,0.7,0.0,0.0,0.0,0.3,4.3,0.0,15
24,1,1,0,0,0.0,0,5.9,0.2,0.0,0.4,0.2,0.0,6.8,0.0,6
31,1,28,1,3,0.5,2,7.12,2.6,2.9,2.8,1.2,0.1,56.1,0.1,12
24,0,19,6,4,1.3,1,6.72,0.6,0.6,0.2,1.5,0.6,26.3,0.1,6
26,3,34,0,0,0.0,2,6.85,0.0,0.0,1.2,0.0,0.0,29.0,0.0,11
31,0,15,0,2,1.5,0,6.87,1.6,0.6,0.6,1.0,1.4,29.8,0.2,15
29,0,26,16,4,1.7,4,6.93,1.2,0.3,0.3,0.6,0.9,14.5,0.0,5
40,3,15,0,0,0.0,2,7.13,0.0,0.1,1.7,0.1,0.0,36.8,0.0,3
24,1,35,5,1,1.2,5,7.31,2.2,1.4,1.4,0.9,1.0,53.7,0.0,6
19,2,1,0,0,0.0,0,6.13,0.0,0.0,2.0,0.0,1.0,37.0,0.0,6
27,1,1,0,0,0.0,0,6.3,0.5,0.0,1.5,0.0,0.0,29.5,0.0,2
25,1,2,1,1,0.8,0,6.34,0.3,0.5,0.0,0.5,0.4,7.4,0.1,14
27,1,8,0,0,0.6,0,6.44,1.2,1.5,1.3,0.5,0.1,26.1,0.0,6
28,2,27,0,2,0.6,0,6.85,1.6,1.8,6.9,0.1,0.1,42.0,0.0,15
31,0,18,6,3,1.8,0,6.57,0.4,0.5,0.1,0.6,0.1,12.4,0.0,12
31,1,18,2,1,1.2,0,6.76,1.6,0.8,1.2,1.2,0.4,37.1,0.0,11
26,1,17,1,0,0.5,0,6.52,1.1,1.0,1.4,0.7,0.7,31.7,0.1,16
32,3,30,0,0,0.0,2,7.03,0.0,0.0,1.0,0.1,0.0,28.3,0.0,9
25,3,24,0,0,0.0,0,6.43,0.0,0.0,1.0,0.0,0.0,26.5,0.0,19
25,2,13,1,0,0.4,0,6.43,1.1,1.5,4.1,0.1,0.3,26.7,0.0,11
21,1,0,0,0,0.0,0,6.21,0.0,0.0,0.0,1.0,0.0,3.5,0.0,15
20,0,0,0,0,1.0,0,6.25,1.0,1.0,0.0,0.0,1.0,7.0,0.0,11
25,0,12,1,1,1.4,0,6.7,1.4,0.4,0.6,1.5,1.0,24.6,0.1,16
30,1,20,1,0,0.5,1,6.63,1.6,1.3,1.7,1.3,0.5,40.5,0.0,18
35,0,25,12,0,1.5,3,6.59,0.5,0.1,0.8,0.5,0.2,18.9,0.0,15
25,0,3,2,0,1.0,0,6.27,0.2,0.1,0.4,0.2,0.2,5.8,0.0,8
28,1,19,1,3,1.0,1,6.64,1.1,1.2,0.5,1.2,0.4,36.3,0.2,13
24,1,0,0,0,0.0,0,6.1,0.5,0.0,0.0,0.0,0.0,4.5,0.0,8
28,2,21,0,0,0.3,0,6.74,1.3,1.4,4.7,0.2,0.1,29.2,0.0,13
26,1,34,2,0,0.7,4,7.0,2.7,2.6,1.8,0.2,0.9,33.7,0.0,10
23,1,33,0,3,0.4,0,7.1,2.3,1.6,2.3,1.1,1.1,39.8,0.1,4
33,1,2,0,0,0.7,0,6.59,1.3,1.3,2.3,2.0,0.3,39.3,0.0,9
30,1,6,0,1,1.3,0,6.61,2.1,0.7,0.6,0.9,0.2,28.1,0.0,20
27,1,16,0,0,0.6,0,6.89,2.3,1.5,2.4,0.2,0.4,43.8,0.1,1
29,2,8,0,0,0.4,0,6.55,2.5,3.4,2.4,0.3,0.4,40.9,0.0,20
24,3,31,0,0,0.0,0,6.7,0.1,0.0,0.3,0.0,0.0,25.2,0.0,15
30,2,13,1,0,0.6,0,6.71,1.7,1.8,4.4,0.0,0.1,34.4,0.0,6
30,1,11,0,0,0.3,0,6.87,2.4,2.7,0.3,0.1,0.7,31.4,0.0,3
19,1,0,0,0,1.0,0,6.16,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4
28,1,25,5,1,1.2,1,6.8,1.7,1.7,2.0,0.6,0.9,31.5,0.0,11
21,1,0,0,0,0.0,0,6.07,0.0,0.0,0.0,0.0,0.3,10.3,0.0,16
29,1,19,2,1,0.8,0,6.7,2.3,0.8,1.8,0.4,0.5,38.8,0.1,14
24,1,27,0,3,1.1,0,7.06,2.6,2.4,1.7,0.9,0.8,51.6,0.1,9
20,0,0,0,0,1.0,0,6.16,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1
24,0,13,1,2,1.3,1,6.84,1.8,1.1,0.6,1.1,1.3,26.4,0.3,15
23,1,19,0,2,0.3,1,6.91,3.5,2.1,2.3,0.8,0.8,36.7,0.0,16
25,3,19,0,0,0.0,0,6.7,0.0,0.1,0.8,0.0,0.0,27.4,0.0,4
19,1,0,0,1,0.3,0,6.68,1.3,0.3,0.0,1.3,1.0,13.7,0.0,17
20,1,1,0,0,0.0,0,6.45,0.7,1.3,0.0,1.0,0.7,25.0,0.3,14
30,3,37,0,0,0.0,0,6.92,0.0,0.0,1.2,0.0,0.0,29.4,0.0,10
21,0,2,0,0,0.6,0,6.05,0.3,0.1,0.0,0.3,0.1,7.1,0.0,19
21,0,1,0,0,0.0,0,6.0,0.3,0.0,0.2,0.0,0.0,4.2,0.0,17
22,0,6,2,0,1.7,0,6.37,0.7,0.3,0.2,1.1,0.4,16.1,0.0,20
32,0,21,8,2,1.8,5,6.97,0.9,0.6,0.3,0.9,1.4,34.4,0.1,3
35,0,17,5,2,1.8,1,6.67,0.6,0.3,0.1,0.9,0.4,12.0,0.2,4
29,1,28,10,3,3.0,1,6.8,0.2,0.5,0.2,1.3,1.1,31.9,0.1,8
26,0,17,3,2,0.7,0,6.52,0.6,1.0,0.5,1.0,0.8,20.4,0.0,17
30,1,4,0,0,0.1,0,6.45,2.7,0.6,0.1,0.2,0.0,15.9,0.0,5
20,3,34,0,0,0.0,1,6.64,0.0,0.0,0.9,0.1,0.1,24.9,0.0,16
26,2,25,1,1,0.5,0,7.28,1.5,1.6,4.1,0.6,0.5,78.7,0.0,1
28,3,27,0,0,0.0,1,6.71,0.0,0.0,0.5,0.0,0.0,27.4,0.0,11
25,0,28,10,5,2.4,3,6.96,1.3,0.4,1.1,1.0,1.3,17.5,0.1,16
30,1,33,2,2,0.5,2,7.05,3.0,2.6,1.7,0.6,1.3,37.1,0.1,10
25,1,34,0,3,0.5,0,6.8,2.0,1.5,1.5,0.7,1.1,50.3,0.1,7
29,1,4,0,0,0.5,0,6.4,1.0,0.5,1.8,0.3,0.6,33.6,0.0,9
25,1,29,0,3,0.3,0,6.87,2.5,2.1,2.0,1.0,1.1,30.5,0.0,10
32,2,11,1,0,0.2,0,6.49,0.7,1.4,3.6,0.1,0.1,28.8,0.0,15
29,1,12,0,2,0.1,1,6.66,1.5,1.7,2.9,0.6,0.6,29.1,0.0,12
34,1,3,0,0,0.3,0,6.22,3.0,2.7,1.7,0.3,0.0,41.0,0.0,16
22,1,2,0,1,0.7,0,6.17,0.1,0.1,0.1,0.1,0.6,6.3,0.0,16
23,1,11,2,0,0.6,2,7.29,4.9,4.3,3.2,0.2,0.3,29.5,0.0,19
23,2,29,2,2,0.5,2,7.14,2.0,3.1,2.2,0.3,0.2,42.2,0.0,3
33,2,15,0,0,0.5,1,6.96,2.0,2.1,1.8,0.5,0.6,27.8,0.1,5
21,2,1,0,0,0.0,0,6.07,0.3,0.6,0.4,0.0,0.0,18.9,0.0,2
25,0,36,8,15,3.7,7,7.53,1.3,0.6,0.6,3.1,0.8,54.9,0.2,2
20,1,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
34,2,16,1,1,0.2,0,6.76,1.3,1.1,3.3,0.2,0.1,55.9,0.1,8
24,2,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
27,0,20,10,3,2.4,2,7.39,1.9,0.9,0.5,1.6,1.4,50.3,0.1,13
37,2,1,0,0,0.0,0,6.32,2.0,2.0,2.0,0.0,0.0,23.0,0.0,12
29,2,27,0,0,0.4,0,6.61,1.3,2.1,5.0,0.1,0.1,23.6,0.0,13
25,2,30,0,1,0.3,0,6.98,3.1,1.8,6.9,0.3,0.3,37.0,0.1,16
27,3,3,0,0,0.0,0,6.42,0.0,0.0,0.3,0.0,0.0,11.7,0.0,1
21,1,4,0,0,0.3,0,6.21,0.3,0.3,0.5,0.1,0.8,17.8,0.0,17
33,0,23,6,5,1.7,2,6.68,0.3,0.3,0.2,1.1,0.4,14.0,0.1,12
20,1,16,1,1,0.7,0,6.56,1.4,0.7,0.9,0.7,1.2,29.9,0.0,13
27,1,24,1,4,0.7,2,7.3,3.7,1.7,1.7,1.3,0.2,85.7,0.1,4
31,1,32,3,4,1.0,2,7.08,2.2,0.9,0.8,1.7,1.8,65.3,0.1,6
24,0,23,18,0,2.1,6,6.87,0.4,0.2,0.6,0.4,0.4,9.9,0.0,4
19,0,10,1,1,1.3,0,6.39,0.8,0.6,0.4,0.3,0.9,13.3,0.0,10
18,0,0,0,0,0.4,0,6.21,0.1,0.3,0.0,0.3,0.4,2.7,0.0,3
29,2,20,2,0,0.4,0,6.55,2.8,1.5,2.0,0.3,0.2,25.6,0.0,11
24,2,0,0,0,0.0,0,6.39,0.0,1.0,0.0,0.0,0.0,11.0,0.0,13
32,1,2,0,0,0.0,0,6.11,0.8,0.6,0.6,0.0,0.0,9.6,0.0,11
34,0,33,23,9,3.6,8,7.57,0.2,0.2,0.7,1.1,1.1,35.6,0.1,2
32,0,26,10,3,2.0,1,6.78,0.4,0.2,0.5,0.8,0.4,21.5,0.0,8
29,2,33,1,1,0.8,3,7.25,2.8,3.5,4.7,0.4,1.0,55.4,0.0,15
26,0,0,0,1,0.8,0,6.16,0.0,0.0,0.3,0.7,0.0,1.8,0.0,12
28,0,10,2,0,1.5,1,6.7,1.1,0.1,0.2,1.2,1.0,20.8,0.1,7
27,1,22,4,13,1.0,4,7.51,2.4,1.1,0.6,2.4,1.3,44.7,0.1,2
21,1,2,0,0,0.6,0,6.54,2.3,1.6,0.8,0.4,0.3,43.8,0.1,3
27,0,15,5,2,1.6,1,6.58,0.4,0.5,0.3,0.6,0.9,11.1,0.1,2
34,3,36,0,0,0.0,2,6.75,0.1,0.1,1.1,0.0,0.0,31.9,0.0,17
22,2,1,1,0,1.0,0,6.75,2.0,0.3,1.0,1.0,0.8,25.5,0.0,3
33,1,12,1,0,0.4,0,6.7,0.9,1.3,3.4,0.2,0.3,31.2,0.0,8
27,1,18,3,1,1.1,1,6.73,1.8,0.6,0.7,0.9,1.2,20.6,0.0,20
21,1,0,0,0,1.3,0,6.29,1.7,0.3,0.0,0.3,0.0,6.3,0.0,3
31,1,5,0,0,0.6,0,6.06,0.2,0.2,0.3,0.2,0.2,9.5,0.0,20
40,0,18,15,2,4.3,8,7.57,0.3,0.3,1.4,1.1,0.6,27.5,0.1,2
20,1,1,0,0,0.0,0,6.13,0.0,1.5,0.0,0.0,0.0,17.5,0.0,2
31,1,29,3,5,1.1,1,7.06,0.9,1.5,0.8,0.5,0.6,74.6,0.1,1
33,1,25,5,0,1.1,2,7.19,3.0,3.1,1.6,1.1,0.5,58.8,0.2,12
25,1,11,1,1,0.5,2,6.9,2.4,1.5,3.0,0.4,1.2,41.3,0.0,8
30,2,32,3,1,0.4,2,6.98,1.6,1.6,3.9,0.1,0.2,49.4,0.0,11
29,0,15,2,2,2.0,0,6.42,0.7,0.4,0.5,0.7,0.4,18.8,0.0,10
30,1,5,1,1,0.1,0,6.39,1.0,0.6,1.4,0.2,0.1,18.3,0.0,8
20,1,8,1,1,1.0,1,6.76,1.5,0.7,0.5,0.8,1.5,20.5,0.1,11
30,2,37,6,1,0.5,4,7.39,1.6,2.2,11.4,0.3,0.3,41.8,0.0,8
28,1,30,4,4,1.5,3,7.11,1.7,1.7,0.9,1.9,1.4,36.1,0.5,17
27,2,5,0,0,0.1,0,6.51,1.3,0.3,0.6,0.3,0.6,28.6,0.0,1
24,1,15,1,0,0.4,0,7.11,3.6,2.3,1.1,0.4,0.6,42.1,0.1,2
21,0,3,1,1,0.9,0,6.13,0.3,0.0,0.3,0.2,0.6,8.1,0.0,18
23,0,38,25,1,4.2,8,7.53,0.8,0.6,0.8,1.2,1.3,25.3,0.0,3
22,0,11,7,1,1.5,4,6.61,0.7,0.2,0.3,0.4,0.2,7.6,0.1,2
30,1,35,0,3,0.2,0,6.67,1.8,1.2,1.5,0.6,0.8,37.4,0.0,16
20,1,16,2,1,1.0,2,6.84,2.0,0.7,0.4,0.5,2.2,15.2,0.0,14
25,1,34,6,7,1.5,1,6.95,1.6,1.7,0.1,1.3,0.6,35.8,0.1,10
27,1,6,1,2,0.2,0,6.77,1.5,2.1,0.7,1.0,0.3,29.8,0.1,18
21,0,5,0,0,0.7,0,6.29,0.7,0.1,0.1,0.3,0.7,6.3,0.0,4
33,1,21,1,1,0.4,0,6.97,1.5,2.8,1.5,0.7,0.4,49.8,0.0,11
25,1,36,4,8,0.8,1,7.16,2.6,1.4,0.6,2.0,0.4,70.0,0.1,3
20,0,1,0,0,0.0,0,6.0,0.2,0.0,0.0,0.0,0.2,3.6,0.0,9
30,1,23,0,4,0.5,1,7.33,3.0,2.6,2.3,1.0,1.9,35.9,0.0,11
32,2,25,0,2,0.4,2,6.91,1.5,3.5,6.7,0.1,0.2,33.0,0.0,18
36,1,14,1,1,0.4,0,6.79,1.5,1.1,1.3,0.6,0.3,70.3,0.0,1
34,1,6,0,1,0.0,0,6.29,1.1,0.6,0.9,0.2,0.0,30.7,0.0,12
29,1,24,0,1,0.2,0,6.56,2.0,1.0,2.0,0.4,1.0,35.0,0.0,18
23,0,11,1,3,0.6,0,6.74,0.8,0.5,0.4,1.1,1.6,19.2,0.0,10
19,1,2,0,1,0.0,0,6.97,1.7,3.0,2.0,0.3,0.3,19.3,0.0,3
19,1,1,0,1,2.0,0,7.05,2.0,1.0,1.0,3.0,0.0,61.0,0.0,1
23,0,30,7,11,2.0,3,7.26,0.8,0.5,0.2,2.6,1.7,51.6,0.2,4
20,2,0,0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
28,3,1,0,0,0.0,0,6.29,0.0,0.0,0.0,0.0,0.0,22.0,0.0,15
25,1,23,1,2,1.1,2,6.67,2.4,1.9,0.4,0.9,1.1,29.5,0.1,18
33,1,24,1,0,0.2,0,6.91,2.6,2.6,5.9,0.0,0.3,39.7,0.0,12
21,1,0,0,0,0.3,0,6.16,0.3,0.3,0.3,0.3,0.0,2.7,0.0,10
26,0,8,1,1,0.7,0,6.49,0.8,0.3,0.2,1.1,0.8,17.5,0.0,8
31,2,12,0,0,0.3,0,6.72,2.5,2.0,2.5,0.9,0.4,44.0,0.0,10
26,0,30,11,6,1.9,5,6.99,0.6,0.3,0.0,1.2,1.8,20.4,0.1,9
26,0,14,4,2,1.8,2,7.06,1.3,1.1,0.7,0.8,1.7,28.8,0.1,14
27,1,10,1,0,0.7,0,6.29,0.6,0.4,0.4,0.5,0.4,8.8,0.0,7
25,1,0,0,0,0.0,0,6.16,0.3,0.3,0.0,0.0,1.0,8.5,0.0,5
22,1,8,0,0,0.7,0,6.52,1.2,1.0,0.8,0.1,0.3,24.4,0.0,6
27,1,12,1,1,1.0,0,6.81,1.9,0.6,0.4,1.1,2.3,15.9,0.0,20
23,0,0,0,0,2.0,0,6.29,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15
25,1,16,0,2,0.6,1,6.76,2.7,1.9,1.2,0.7,0.3,32.2,0.1,11
29,2,0,0,0,0.0,0,6.34,0.0,1.0,0.0,0.0,0.0,21.0,0.0,6
24,2,31,2,4,0.6,1,6.91,2.2,2.3,4.1,0.5,0.3,28.2,0.0,19
30,2,16,2,1,0.4,1,6.97,1.4,1.1,5.7,0.1,0.1,39.8,0.0,2
26,1,7,0,0,0.5,0,6.25,1.2,0.9,0.9,0.3,0.1,24.8,0.0,18
31,1,35,0,5,1.3,1,6.9,2.1,1.0,1.0,1.7,1.1,40.7,0.0,14
23,1,29,0,2,0.1,0,6.86,2.7,2.1,3.4,0.4,0.6,25.1,0.0,13
